%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1548944160152555355,36302,1548944160152555355,/world,vicon/target3/target3,0.222237586591,-0.981917614176,1.20909906831,-0.0644053631784,0.0107607848299,0.983452957092,-0.168986496179
1548944160157547272,36303,1548944160157547272,/world,vicon/target3/target3,0.218306489344,-0.982206729438,1.20916372531,-0.0715011938672,0.00811625829159,0.98308849109,-0.168400487866
1548944160162522325,36304,1548944160162522325,/world,vicon/target3/target3,0.214096306591,-0.982570074577,1.20881350704,-0.0671000099398,0.00864616375689,0.983359165613,-0.168604815835
1548944160167627096,36305,1548944160167627096,/world,vicon/target3/target3,0.209640808359,-0.982769958262,1.20835380785,-0.0648880619726,0.0110225428007,0.983618783952,-0.167815764515
1548944160172518887,36306,1548944160172518887,/world,vicon/target3/target3,0.205596024991,-0.98332564846,1.20820525088,-0.0607303983106,0.0143763668036,0.983128622608,-0.171939670254
1548944160177549595,36307,1548944160177549595,/world,vicon/target3/target3,0.201333351396,-0.98367897739,1.20799267914,-0.0632900101078,0.0137336468919,0.983020385259,-0.171687750667
1548944160182573667,36308,1548944160182573667,/world,vicon/target3/target3,0.196988353617,-0.983848050971,1.2077898987,-0.0693269385245,0.0096824110955,0.982496119467,-0.172630825009
1548944160187525386,36309,1548944160187525386,/world,vicon/target3/target3,0.192684747873,-0.984192790353,1.20749250551,-0.0680144096307,0.0100586844403,0.983026742454,-0.170091994433
1548944160192548768,36310,1548944160192548768,/world,vicon/target3/target3,0.188519605223,-0.984465071872,1.20748076544,-0.0732733709285,0.00681029817158,0.982340969326,-0.172019920169
1548944160197395494,36311,1548944160197395494,/world,vicon/target3/target3,0.184249705819,-0.984865423989,1.20715216563,-0.0706461831734,0.00827040266581,0.982475926987,-0.17228398107
1548944160202550759,36312,1548944160202550759,/world,vicon/target3/target3,0.179790714618,-0.984962498273,1.20686784529,-0.0757285622034,0.00560362114936,0.982303166903,-0.171214113289
1548944160207573469,36313,1548944160207573469,/world,vicon/target3/target3,0.175626270039,-0.985444234293,1.20664016504,-0.0700777531027,0.00933854378713,0.982004268983,-0.175127141868
1548944160212539928,36314,1548944160212539928,/world,vicon/target3/target3,0.171644293179,-0.985799957553,1.20660604438,-0.0715247095403,0.0093629841497,0.982334622884,-0.172670898346
1548944160217579852,36315,1548944160217579852,/world,vicon/target3/target3,0.167469259326,-0.986195993115,1.20641091514,-0.0702244306364,0.00762020654601,0.982098901579,-0.174620185866
1548944160222557633,36316,1548944160222557633,/world,vicon/target3/target3,0.163122172572,-0.986564460918,1.2059595182,-0.0645893353976,0.0125164736805,0.9828272265,-0.172401271716
1548944160227551353,36317,1548944160227551353,/world,vicon/target3/target3,0.158724430639,-0.986872984243,1.20562198629,-0.0610732951925,0.0142944180352,0.98239013409,-0.175998143941
1548944160232572437,36318,1548944160232572437,/world,vicon/target3/target3,0.154271883225,-0.987238445358,1.20523685392,-0.0621901973241,0.0136877333801,0.98222219084,-0.176591599837
1548944160237534711,36319,1548944160237534711,/world,vicon/target3/target3,0.14993963549,-0.987500249,1.2051163956,-0.0681143903099,0.0099354306743,0.982036969597,-0.175684681732
1548944160242534611,36320,1548944160242534611,/world,vicon/target3/target3,0.145952486526,-0.988003602339,1.20505836997,-0.0693667434222,0.00975488102344,0.981567513658,-0.177815391164
1548944160247540930,36321,1548944160247540930,/world,vicon/target3/target3,0.141433785331,-0.988167931956,1.20485435733,-0.0725902075943,0.00871572630923,0.98131169638,-0.177994529198
1548944160252508973,36322,1548944160252508973,/world,vicon/target3/target3,0.137076527759,-0.988516122738,1.20454346416,-0.0729530593268,0.00813541925992,0.981004653881,-0.179559280331
1548944160257509903,36323,1548944160257509903,/world,vicon/target3/target3,0.132803749887,-0.988852879791,1.20434507095,-0.0730037798568,0.0099206067857,0.981468033957,-0.176896941774
1548944160262526619,36324,1548944160262526619,/world,vicon/target3/target3,0.128483931972,-0.98911379647,1.20400237804,-0.0717566973509,0.0106354035407,0.981584478581,-0.176719483887
1548944160267530988,36325,1548944160267530988,/world,vicon/target3/target3,0.124292265289,-0.989460111357,1.20381638025,-0.0709975022617,0.012458732777,0.981559870253,-0.177043372537
1548944160272524305,36326,1548944160272524305,/world,vicon/target3/target3,0.119908792534,-0.989801617116,1.2034345431,-0.064795451289,0.016641050687,0.98158308577,-0.178939293212
1548944160277446860,36327,1548944160277446860,/world,vicon/target3/target3,0.1155448483,-0.990007619835,1.20297614044,-0.0604454483412,0.0202117539508,0.982041506096,-0.177573401952
1548944160282384860,36328,1548944160282384860,/world,vicon/target3/target3,0.110549106369,-0.989607366883,1.20264218041,-0.0580851974724,0.0168676131625,0.983522258128,-0.170368897478
